condition,source_instance,family,dimensions,component,off_mask,on_mask,utility_off,utility_on,utility_effect
airfoil,airfoil,regression,4,D,1110,1111,0.7590076569789411,0.7581644834670807,-0.0008431735118604733
arguana,arguana,retrieval,4,A,0000,1000,0.10634296089296032,0.09880415341855885,-0.007538807474401471
arguana,arguana,retrieval,4,A,0001,1001,0.46003252951232265,0.4139666022819477,-0.04606592723037495
arguana,arguana,retrieval,4,A,0010,1010,0.36134480681645276,0.3816226996490379,0.02027789283258513
arguana,arguana,retrieval,4,A,0011,1011,0.5443912711095352,0.4968729277606544,-0.04751834334888083
arguana,arguana,retrieval,4,A,0100,1100,0.3946158093861665,0.38180783366047266,-0.012807975725693865
arguana,arguana,retrieval,4,A,0101,1101,0.45315663561007363,0.41294569170843287,-0.04021094390164076
arguana,arguana,retrieval,4,A,0110,1110,0.46128691563791036,0.44541741809903557,-0.01586949753887479
arguana,arguana,retrieval,4,A,0111,1111,0.5398393425849302,0.48935679224276063,-0.05048255034216953
arguana,arguana,retrieval,4,B,0000,0100,0.10634296089296032,0.3946158093861665,0.2882728484932062
arguana,arguana,retrieval,4,B,0001,0101,0.46003252951232265,0.45315663561007363,-0.0068758939022490195
arguana,arguana,retrieval,4,B,0010,0110,0.36134480681645276,0.46128691563791036,0.0999421088214576
arguana,arguana,retrieval,4,B,0011,0111,0.5443912711095352,0.5398393425849302,-0.0045519285246050645
arguana,arguana,retrieval,4,B,1000,1100,0.09880415341855885,0.38180783366047266,0.2830036802419138
arguana,arguana,retrieval,4,B,1001,1101,0.4139666022819477,0.41294569170843287,-0.0010209105735148327
arguana,arguana,retrieval,4,B,1010,1110,0.3816226996490379,0.44541741809903557,0.06379471844999768
arguana,arguana,retrieval,4,B,1011,1111,0.4968729277606544,0.48935679224276063,-0.007516135517893763
arguana,arguana,retrieval,4,C,0000,0010,0.10634296089296032,0.36134480681645276,0.25500184592349245
arguana,arguana,retrieval,4,C,0001,0011,0.46003252951232265,0.5443912711095352,0.08435874159721257
arguana,arguana,retrieval,4,C,0100,0110,0.3946158093861665,0.46128691563791036,0.06667110625174383
arguana,arguana,retrieval,4,C,0101,0111,0.45315663561007363,0.5398393425849302,0.08668270697485653
arguana,arguana,retrieval,4,C,1000,1010,0.09880415341855885,0.3816226996490379,0.28281854623047903
arguana,arguana,retrieval,4,C,1001,1011,0.4139666022819477,0.4968729277606544,0.08290632547870669
arguana,arguana,retrieval,4,C,1100,1110,0.38180783366047266,0.44541741809903557,0.0636095844385629
arguana,arguana,retrieval,4,C,1101,1111,0.41294569170843287,0.48935679224276063,0.07641110053432776
arguana,arguana,retrieval,4,D,0000,0001,0.10634296089296032,0.46003252951232265,0.35368956861936235
arguana,arguana,retrieval,4,D,0010,0011,0.36134480681645276,0.5443912711095352,0.18304646429308247
arguana,arguana,retrieval,4,D,0100,0101,0.3946158093861665,0.45315663561007363,0.058540826223907105
arguana,arguana,retrieval,4,D,0110,0111,0.46128691563791036,0.5398393425849302,0.0785524269470198
arguana,arguana,retrieval,4,D,1000,1001,0.09880415341855885,0.4139666022819477,0.31516244886338884
arguana,arguana,retrieval,4,D,1010,1011,0.3816226996490379,0.4968729277606544,0.1152502281116165
arguana,arguana,retrieval,4,D,1100,1101,0.38180783366047266,0.41294569170843287,0.03113785804796021
arguana,arguana,retrieval,4,D,1110,1111,0.44541741809903557,0.48935679224276063,0.04393937414372506
astronaut,astronaut,image_restoration,4,A,0000,1000,0.5159895969976079,0.6432631761194069,0.12727357912179893
astronaut,astronaut,image_restoration,4,A,0001,1001,0.4355695136384623,0.6190471927194402,0.1834776790809779
astronaut,astronaut,image_restoration,4,A,0010,1010,0.6442833294737805,0.6288219208205698,-0.015461408653210773
astronaut,astronaut,image_restoration,4,A,0011,1011,0.6346143828365547,0.6374388499957133,0.002824467159158628
astronaut,astronaut,image_restoration,4,A,0100,1100,0.6537704952666352,0.6357655676769554,-0.018004927589679864
astronaut,astronaut,image_restoration,4,A,0101,1101,0.6565257175507471,0.6485833042690146,-0.007942413281732508
astronaut,astronaut,image_restoration,4,A,0110,1110,0.6125505356865069,0.5975837365653914,-0.014966799121115426
astronaut,astronaut,image_restoration,4,A,0111,1111,0.6285280933163799,0.6106867081458555,-0.01784138517052447
astronaut,astronaut,image_restoration,4,B,0000,0100,0.5159895969976079,0.6537704952666352,0.13778089826902729
astronaut,astronaut,image_restoration,4,B,0001,0101,0.4355695136384623,0.6565257175507471,0.22095620391228477
astronaut,astronaut,image_restoration,4,B,0010,0110,0.6442833294737805,0.6125505356865069,-0.03173279378727367
astronaut,astronaut,image_restoration,4,B,0011,0111,0.6346143828365547,0.6285280933163799,-0.006086289520174759
astronaut,astronaut,image_restoration,4,B,1000,1100,0.6432631761194069,0.6357655676769554,-0.007497608442451509
astronaut,astronaut,image_restoration,4,B,1001,1101,0.6190471927194402,0.6485833042690146,0.029536111549574362
astronaut,astronaut,image_restoration,4,B,1010,1110,0.6288219208205698,0.5975837365653914,-0.031238184255178325
astronaut,astronaut,image_restoration,4,B,1011,1111,0.6374388499957133,0.6106867081458555,-0.026752141849857858
astronaut,astronaut,image_restoration,4,C,0000,0010,0.5159895969976079,0.6442833294737805,0.1282937324761726
astronaut,astronaut,image_restoration,4,C,0001,0011,0.4355695136384623,0.6346143828365547,0.1990448691980924
astronaut,astronaut,image_restoration,4,C,0100,0110,0.6537704952666352,0.6125505356865069,-0.04121995958012836
astronaut,astronaut,image_restoration,4,C,0101,0111,0.6565257175507471,0.6285280933163799,-0.027997624234367136
astronaut,astronaut,image_restoration,4,C,1000,1010,0.6432631761194069,0.6288219208205698,-0.014441255298837108
astronaut,astronaut,image_restoration,4,C,1001,1011,0.6190471927194402,0.6374388499957133,0.01839165727627312
astronaut,astronaut,image_restoration,4,C,1100,1110,0.6357655676769554,0.5975837365653914,-0.038181831111563924
astronaut,astronaut,image_restoration,4,C,1101,1111,0.6485833042690146,0.6106867081458555,-0.0378965961231591
astronaut,astronaut,image_restoration,4,D,0000,0001,0.5159895969976079,0.4355695136384623,-0.08042008335914563
astronaut,astronaut,image_restoration,4,D,0010,0011,0.6442833294737805,0.6346143828365547,-0.00966894663722584
astronaut,astronaut,image_restoration,4,D,0100,0101,0.6537704952666352,0.6565257175507471,0.0027552222841118468
astronaut,astronaut,image_restoration,4,D,0110,0111,0.6125505356865069,0.6285280933163799,0.015977557629873074
astronaut,astronaut,image_restoration,4,D,1000,1001,0.6432631761194069,0.6190471927194402,-0.024215983399966667
astronaut,astronaut,image_restoration,4,D,1010,1011,0.6288219208205698,0.6374388499957133,0.008616929175143562
astronaut,astronaut,image_restoration,4,D,1100,1101,0.6357655676769554,0.6485833042690146,0.012817736592059203
astronaut,astronaut,image_restoration,4,D,1110,1111,0.5975837365653914,0.6106867081458555,0.013102971580464029
banknote,banknote,classification,4,A,0000,1000,1.0,0.9877762396796361,-0.012223760320363874
banknote,banknote,classification,4,A,0001,1001,0.997787610619469,0.9793963514114796,-0.01839125920798934
banknote,banknote,classification,4,A,0010,1010,1.0,0.9877762396796361,-0.012223760320363874
banknote,banknote,classification,4,A,0011,1011,0.997787610619469,0.9827705542097196,-0.015017056409749374
banknote,banknote,classification,4,A,0100,1100,0.9949943145300835,0.9877762396796361,-0.007218074850447342
banknote,banknote,classification,4,A,0101,1101,0.9871953329707817,0.9632174815840213,-0.02397785138676034
banknote,banknote,classification,4,A,0110,1110,0.997787610619469,0.9877762396796361,-0.010011370939832842
banknote,banknote,classification,4,A,0111,1111,0.9871953329707817,0.9721782765610323,-0.015017056409749374
banknote,banknote,classification,4,B,0000,0100,1.0,0.9949943145300835,-0.005005685469916532
banknote,banknote,classification,4,B,0001,0101,0.997787610619469,0.9871953329707817,-0.01059227764868731
banknote,banknote,classification,4,B,0010,0110,1.0,0.997787610619469,-0.0022123893805310324
banknote,banknote,classification,4,B,0011,0111,0.997787610619469,0.9871953329707817,-0.01059227764868731
banknote,banknote,classification,4,B,1000,1100,0.9877762396796361,0.9877762396796361,0.0
banknote,banknote,classification,4,B,1001,1101,0.9793963514114796,0.9632174815840213,-0.01617886982745831
banknote,banknote,classification,4,B,1010,1110,0.9877762396796361,0.9877762396796361,0.0
banknote,banknote,classification,4,B,1011,1111,0.9827705542097196,0.9721782765610323,-0.01059227764868731
banknote,banknote,classification,4,C,0000,0010,1.0,1.0,0.0
banknote,banknote,classification,4,C,0001,0011,0.997787610619469,0.997787610619469,0.0
banknote,banknote,classification,4,C,0100,0110,0.9949943145300835,0.997787610619469,0.0027932960893854997
banknote,banknote,classification,4,C,0101,0111,0.9871953329707817,0.9871953329707817,0.0
banknote,banknote,classification,4,C,1000,1010,0.9877762396796361,0.9877762396796361,0.0
banknote,banknote,classification,4,C,1001,1011,0.9793963514114796,0.9827705542097196,0.003374202798239967
banknote,banknote,classification,4,C,1100,1110,0.9877762396796361,0.9877762396796361,0.0
banknote,banknote,classification,4,C,1101,1111,0.9632174815840213,0.9721782765610323,0.008960794977010966
banknote,banknote,classification,4,D,0000,0001,1.0,0.997787610619469,-0.0022123893805310324
banknote,banknote,classification,4,D,0010,0011,1.0,0.997787610619469,-0.0022123893805310324
banknote,banknote,classification,4,D,0100,0101,0.9949943145300835,0.9871953329707817,-0.00779898155930181
banknote,banknote,classification,4,D,0110,0111,0.997787610619469,0.9871953329707817,-0.01059227764868731
banknote,banknote,classification,4,D,1000,1001,0.9877762396796361,0.9793963514114796,-0.008379888268156499
banknote,banknote,classification,4,D,1010,1011,0.9877762396796361,0.9827705542097196,-0.005005685469916532
banknote,banknote,classification,4,D,1100,1101,0.9877762396796361,0.9632174815840213,-0.024558758095614808
banknote,banknote,classification,4,D,1110,1111,0.9877762396796361,0.9721782765610323,-0.015597963118603841
breast_diagnostic,breast_diagnostic,classification,4,A,0000,1000,0.9539641943734015,0.9612105711849956,0.007246376811594124
breast_diagnostic,breast_diagnostic,classification,4,A,0001,1001,0.9539641943734015,0.895993179880648,-0.05797101449275355
breast_diagnostic,breast_diagnostic,classification,4,A,0010,1010,0.9612105711849956,0.9563086104006819,-0.004901960784313708
breast_diagnostic,breast_diagnostic,classification,4,A,0011,1011,0.9539641943734015,0.9296675191815857,-0.024296675191815775
breast_diagnostic,breast_diagnostic,classification,4,A,0100,1100,0.9710144927536232,0.9782608695652174,0.007246376811594235
breast_diagnostic,breast_diagnostic,classification,4,A,0101,1101,0.9420289855072463,0.963768115942029,0.021739130434782705
breast_diagnostic,breast_diagnostic,classification,4,A,0110,1110,0.9782608695652174,0.9782608695652174,0.0
breast_diagnostic,breast_diagnostic,classification,4,A,0111,1111,0.9782608695652174,0.9710144927536232,-0.007246376811594235
breast_diagnostic,breast_diagnostic,classification,4,B,0000,0100,0.9539641943734015,0.9710144927536232,0.01705029838022165
breast_diagnostic,breast_diagnostic,classification,4,B,0001,0101,0.9539641943734015,0.9420289855072463,-0.011935208866155178
breast_diagnostic,breast_diagnostic,classification,4,B,0010,0110,0.9612105711849956,0.9782608695652174,0.017050298380221762
breast_diagnostic,breast_diagnostic,classification,4,B,0011,0111,0.9539641943734015,0.9782608695652174,0.024296675191815886
breast_diagnostic,breast_diagnostic,classification,4,B,1000,1100,0.9612105711849956,0.9782608695652174,0.017050298380221762
breast_diagnostic,breast_diagnostic,classification,4,B,1001,1101,0.895993179880648,0.963768115942029,0.06777493606138107
breast_diagnostic,breast_diagnostic,classification,4,B,1010,1110,0.9563086104006819,0.9782608695652174,0.02195225916453547
breast_diagnostic,breast_diagnostic,classification,4,B,1011,1111,0.9296675191815857,0.9710144927536232,0.041346973572037427
breast_diagnostic,breast_diagnostic,classification,4,C,0000,0010,0.9539641943734015,0.9612105711849956,0.007246376811594124
breast_diagnostic,breast_diagnostic,classification,4,C,0001,0011,0.9539641943734015,0.9539641943734015,0.0
breast_diagnostic,breast_diagnostic,classification,4,C,0100,0110,0.9710144927536232,0.9782608695652174,0.007246376811594235
breast_diagnostic,breast_diagnostic,classification,4,C,0101,0111,0.9420289855072463,0.9782608695652174,0.036231884057971064
breast_diagnostic,breast_diagnostic,classification,4,C,1000,1010,0.9612105711849956,0.9563086104006819,-0.004901960784313708
breast_diagnostic,breast_diagnostic,classification,4,C,1001,1011,0.895993179880648,0.9296675191815857,0.03367433930093777
breast_diagnostic,breast_diagnostic,classification,4,C,1100,1110,0.9782608695652174,0.9782608695652174,0.0
breast_diagnostic,breast_diagnostic,classification,4,C,1101,1111,0.963768115942029,0.9710144927536232,0.007246376811594124
breast_diagnostic,breast_diagnostic,classification,4,D,0000,0001,0.9539641943734015,0.9539641943734015,0.0
breast_diagnostic,breast_diagnostic,classification,4,D,0010,0011,0.9612105711849956,0.9539641943734015,-0.007246376811594124
breast_diagnostic,breast_diagnostic,classification,4,D,0100,0101,0.9710144927536232,0.9420289855072463,-0.02898550724637683
breast_diagnostic,breast_diagnostic,classification,4,D,0110,0111,0.9782608695652174,0.9782608695652174,0.0
breast_diagnostic,breast_diagnostic,classification,4,D,1000,1001,0.9612105711849956,0.895993179880648,-0.06521739130434767
breast_diagnostic,breast_diagnostic,classification,4,D,1010,1011,0.9563086104006819,0.9296675191815857,-0.02664109121909619
breast_diagnostic,breast_diagnostic,classification,4,D,1100,1101,0.9782608695652174,0.963768115942029,-0.01449275362318836
breast_diagnostic,breast_diagnostic,classification,4,D,1110,1111,0.9782608695652174,0.9710144927536232,-0.007246376811594235
co2,co2,forecasting,4,A,0000,1000,0.9801341121691193,0.9800064970188498,-0.00012761515026948889
co2,co2,forecasting,4,A,0001,1001,0.9786310609223441,0.971155660036673,-0.007475400885671113
co2,co2,forecasting,4,A,0010,1010,0.9801268344268592,0.9802261159285658,9.92815017065718e-05
co2,co2,forecasting,4,A,0011,1011,0.9784873704403354,0.973303373145099,-0.005183997295236442
co2,co2,forecasting,4,A,0100,1100,0.9820325121397241,0.9800833411460967,-0.0019491709936273471
co2,co2,forecasting,4,A,0101,1101,0.9758972207946173,0.972858167546772,-0.003039053247845258
co2,co2,forecasting,4,A,0110,1110,0.9820163345258672,0.9808611144601891,-0.001155220065678142
co2,co2,forecasting,4,A,0111,1111,0.9758778046325418,0.9747065399491269,-0.0011712646834148854
co2,co2,forecasting,4,B,0000,0100,0.9801341121691193,0.9820325121397241,0.0018983999706048138
co2,co2,forecasting,4,B,0001,0101,0.9786310609223441,0.9758972207946173,-0.0027338401277268165
co2,co2,forecasting,4,B,0010,0110,0.9801268344268592,0.9820163345258672,0.0018895000990080124
co2,co2,forecasting,4,B,0011,0111,0.9784873704403354,0.9758778046325418,-0.00260956580779359
co2,co2,forecasting,4,B,1000,1100,0.9800064970188498,0.9800833411460967,7.684412724695555e-05
co2,co2,forecasting,4,B,1001,1101,0.971155660036673,0.972858167546772,0.0017025075100990383
co2,co2,forecasting,4,B,1010,1110,0.9802261159285658,0.9808611144601891,0.0006349985316232987
co2,co2,forecasting,4,B,1011,1111,0.973303373145099,0.9747065399491269,0.0014031668040279666
co2,co2,forecasting,4,C,0000,0010,0.9801341121691193,0.9801268344268592,-7.27774226005895e-06
co2,co2,forecasting,4,C,0001,0011,0.9786310609223441,0.9784873704403354,-0.00014369048200868484
co2,co2,forecasting,4,C,0100,0110,0.9820325121397241,0.9820163345258672,-1.617761385686034e-05
co2,co2,forecasting,4,C,0101,0111,0.9758972207946173,0.9758778046325418,-1.9416162075458487e-05
co2,co2,forecasting,4,C,1000,1010,0.9800064970188498,0.9802261159285658,0.00021961890971600173
co2,co2,forecasting,4,C,1001,1011,0.971155660036673,0.973303373145099,0.002147713108425986
co2,co2,forecasting,4,C,1100,1110,0.9800833411460967,0.9808611144601891,0.0007777733140923448
co2,co2,forecasting,4,C,1101,1111,0.972858167546772,0.9747065399491269,0.0018483724023549142
co2,co2,forecasting,4,D,0000,0001,0.9801341121691193,0.9786310609223441,-0.0015030512467751889
co2,co2,forecasting,4,D,0010,0011,0.9801268344268592,0.9784873704403354,-0.0016394639865238148
co2,co2,forecasting,4,D,0100,0101,0.9820325121397241,0.9758972207946173,-0.006135291345106819
co2,co2,forecasting,4,D,0110,0111,0.9820163345258672,0.9758778046325418,-0.006138529893325417
co2,co2,forecasting,4,D,1000,1001,0.9800064970188498,0.971155660036673,-0.008850836982176813
co2,co2,forecasting,4,D,1010,1011,0.9802261159285658,0.973303373145099,-0.006922742783466829
co2,co2,forecasting,4,D,1100,1101,0.9800833411460967,0.972858167546772,-0.00722517359932473
co2,co2,forecasting,4,D,1110,1111,0.9808611144601891,0.9747065399491269,-0.006154574511062161
coffee,coffee,image_restoration,4,A,0000,1000,0.5101837453695406,0.6471561882911092,0.13697244292156863
coffee,coffee,image_restoration,4,A,0001,1001,0.42726668335754675,0.6192530411710346,0.19198635781348788
coffee,coffee,image_restoration,4,A,0010,1010,0.6802498479434073,0.6653627361664006,-0.014887111777006634
coffee,coffee,image_restoration,4,A,0011,1011,0.6629172274666022,0.6679816737359154,0.005064446269313239
coffee,coffee,image_restoration,4,A,0100,1100,0.6735158931917798,0.6613681812580586,-0.012147711933721217
coffee,coffee,image_restoration,4,A,0101,1101,0.6633061110098682,0.6636112797669215,0.0003051687570532202
coffee,coffee,image_restoration,4,A,0110,1110,0.6647390346370244,0.646882103627872,-0.01785693100915242
coffee,coffee,image_restoration,4,A,0111,1111,0.674285333642056,0.6542027157046589,-0.020082617937397074
coffee,coffee,image_restoration,4,B,0000,0100,0.5101837453695406,0.6735158931917798,0.16333214782223926
coffee,coffee,image_restoration,4,B,0001,0101,0.42726668335754675,0.6633061110098682,0.2360394276523215
coffee,coffee,image_restoration,4,B,0010,0110,0.6802498479434073,0.6647390346370244,-0.01551081330638282
coffee,coffee,image_restoration,4,B,0011,0111,0.6629172274666022,0.674285333642056,0.011368106175453807
coffee,coffee,image_restoration,4,B,1000,1100,0.6471561882911092,0.6613681812580586,0.014211992966949416
coffee,coffee,image_restoration,4,B,1001,1101,0.6192530411710346,0.6636112797669215,0.044358238595886834
coffee,coffee,image_restoration,4,B,1010,1110,0.6653627361664006,0.646882103627872,-0.018480632538528607
coffee,coffee,image_restoration,4,B,1011,1111,0.6679816737359154,0.6542027157046589,-0.013778958031256505
coffee,coffee,image_restoration,4,C,0000,0010,0.5101837453695406,0.6802498479434073,0.17006610257386667
coffee,coffee,image_restoration,4,C,0001,0011,0.42726668335754675,0.6629172274666022,0.23565054410905545
coffee,coffee,image_restoration,4,C,0100,0110,0.6735158931917798,0.6647390346370244,-0.008776858554755407
coffee,coffee,image_restoration,4,C,0101,0111,0.6633061110098682,0.674285333642056,0.010979222632187757
coffee,coffee,image_restoration,4,C,1000,1010,0.6471561882911092,0.6653627361664006,0.018206547875291412
coffee,coffee,image_restoration,4,C,1001,1011,0.6192530411710346,0.6679816737359154,0.0487286325648808
coffee,coffee,image_restoration,4,C,1100,1110,0.6613681812580586,0.646882103627872,-0.014486077630186611
coffee,coffee,image_restoration,4,C,1101,1111,0.6636112797669215,0.6542027157046589,-0.009408564062262537
coffee,coffee,image_restoration,4,D,0000,0001,0.5101837453695406,0.42726668335754675,-0.08291706201199384
coffee,coffee,image_restoration,4,D,0010,0011,0.6802498479434073,0.6629172274666022,-0.01733262047680506
coffee,coffee,image_restoration,4,D,0100,0101,0.6735158931917798,0.6633061110098682,-0.010209782181911597
coffee,coffee,image_restoration,4,D,0110,0111,0.6647390346370244,0.674285333642056,0.009546299005031567
coffee,coffee,image_restoration,4,D,1000,1001,0.6471561882911092,0.6192530411710346,-0.02790314712007458
coffee,coffee,image_restoration,4,D,1010,1011,0.6653627361664006,0.6679816737359154,0.002618937569514812
coffee,coffee,image_restoration,4,D,1100,1101,0.6613681812580586,0.6636112797669215,0.0022430985088628397
coffee,coffee,image_restoration,4,D,1110,1111,0.646882103627872,0.6542027157046589,0.007320612076786914
concrete,concrete,regression,4,A,0000,1000,0.7319358955511462,0.7092854245639065,-0.022650470987239713
concrete,concrete,regression,4,A,0001,1001,0.7319350472334856,0.7092892272630794,-0.022645819970406156
concrete,concrete,regression,4,A,0010,1010,0.7806002585049037,0.7463397947789713,-0.03426046372593239
concrete,concrete,regression,4,A,0011,1011,0.7801523964943704,0.7448190048129956,-0.03533339168137484
concrete,concrete,regression,4,A,0100,1100,0.731813071235355,0.7091613202080439,-0.022651751027311096
concrete,concrete,regression,4,A,0101,1101,0.7306448454427951,0.7080547489871553,-0.022590096455639808
concrete,concrete,regression,4,A,0110,1110,0.7815011464809225,0.7463348252859766,-0.03516632119494589
concrete,concrete,regression,4,A,0111,1111,0.7827775164026306,0.7525522747654868,-0.030225241637143796
concrete,concrete,regression,4,B,0000,0100,0.7319358955511462,0.731813071235355,-0.00012282431579124786
concrete,concrete,regression,4,B,0001,0101,0.7319350472334856,0.7306448454427951,-0.0012902017906905039
concrete,concrete,regression,4,B,0010,0110,0.7806002585049037,0.7815011464809225,0.0009008879760188382
concrete,concrete,regression,4,B,0011,0111,0.7801523964943704,0.7827775164026306,0.0026251199082601984
concrete,concrete,regression,4,B,1000,1100,0.7092854245639065,0.7091613202080439,-0.0001241043558626309
concrete,concrete,regression,4,B,1001,1101,0.7092892272630794,0.7080547489871553,-0.0012344782759241557
concrete,concrete,regression,4,B,1010,1110,0.7463397947789713,0.7463348252859766,-4.969492994666425e-06
concrete,concrete,regression,4,B,1011,1111,0.7448190048129956,0.7525522747654868,0.00773326995249124
concrete,concrete,regression,4,C,0000,0010,0.7319358955511462,0.7806002585049037,0.04866436295375742
concrete,concrete,regression,4,C,0001,0011,0.7319350472334856,0.7801523964943704,0.048217349260884834
concrete,concrete,regression,4,C,0100,0110,0.731813071235355,0.7815011464809225,0.04968807524556751
concrete,concrete,regression,4,C,0101,0111,0.7306448454427951,0.7827775164026306,0.052132670959835536
concrete,concrete,regression,4,C,1000,1010,0.7092854245639065,0.7463397947789713,0.03705437021506475
concrete,concrete,regression,4,C,1001,1011,0.7092892272630794,0.7448190048129956,0.03552977754991615
concrete,concrete,regression,4,C,1100,1110,0.7091613202080439,0.7463348252859766,0.03717350507793271
concrete,concrete,regression,4,C,1101,1111,0.7080547489871553,0.7525522747654868,0.04449752577833155
concrete,concrete,regression,4,D,0000,0001,0.7319358955511462,0.7319350472334856,-8.483176606732812e-07
concrete,concrete,regression,4,D,0010,0011,0.7806002585049037,0.7801523964943704,-0.000447862010533262
concrete,concrete,regression,4,D,0100,0101,0.731813071235355,0.7306448454427951,-0.0011682257925599293
concrete,concrete,regression,4,D,0110,0111,0.7815011464809225,0.7827775164026306,0.0012763699217080982
concrete,concrete,regression,4,D,1000,1001,0.7092854245639065,0.7092892272630794,3.8026991728834503e-06
concrete,concrete,regression,4,D,1010,1011,0.7463397947789713,0.7448190048129956,-0.0015207899659757107
concrete,concrete,regression,4,D,1100,1101,0.7091613202080439,0.7080547489871553,-0.0011065712208886413
concrete,concrete,regression,4,D,1110,1111,0.7463348252859766,0.7525522747654868,0.006217449479510195
dry_bean,dry_bean,clustering,4,A,0000,1000,0.5144533577588334,0.5777057511223082,0.06325239336347477
dry_bean,dry_bean,clustering,4,A,0001,1001,0.5151092188204514,0.5778953001384199,0.06278608131796859
dry_bean,dry_bean,clustering,4,A,0010,1010,0.5156988749164306,0.5180138373137084,0.0023149623972777977
dry_bean,dry_bean,clustering,4,A,0011,1011,0.5147868478799739,0.5128482519728103,-0.0019385959071636094
dry_bean,dry_bean,clustering,4,A,0100,1100,0.7115442339262922,0.7218765764056578,0.010332342479365653
dry_bean,dry_bean,clustering,4,A,0101,1101,0.7128311344877488,0.7221828058050664,0.009351671317317622
dry_bean,dry_bean,clustering,4,A,0110,1110,0.6375512169953192,0.7181713420009476,0.08062012500562832
dry_bean,dry_bean,clustering,4,A,0111,1111,0.7013921874786118,0.7182556154683788,0.016863427989767032
dry_bean,dry_bean,clustering,4,B,0000,0100,0.5144533577588334,0.7115442339262922,0.1970908761674588
dry_bean,dry_bean,clustering,4,B,0001,0101,0.5151092188204514,0.7128311344877488,0.19772191566729747
dry_bean,dry_bean,clustering,4,B,0010,0110,0.5156988749164306,0.6375512169953192,0.12185234207888862
dry_bean,dry_bean,clustering,4,B,0011,0111,0.5147868478799739,0.7013921874786118,0.1866053395986379
dry_bean,dry_bean,clustering,4,B,1000,1100,0.5777057511223082,0.7218765764056578,0.14417082528334968
dry_bean,dry_bean,clustering,4,B,1001,1101,0.5778953001384199,0.7221828058050664,0.1442875056666465
dry_bean,dry_bean,clustering,4,B,1010,1110,0.5180138373137084,0.7181713420009476,0.20015750468723914
dry_bean,dry_bean,clustering,4,B,1011,1111,0.5128482519728103,0.7182556154683788,0.20540736349556854
